id_venta,id_cliente,nombre_cliente,sucursal,provincia,fecha_hora,producto,categoria,cantidad,precio_unitario,total_venta,medio_pago,promo_producto,promo_pago,otros_productos
1623,1729,Santiago Nicolas Sanchez Garcia,Sucursal Rosario,Santa Fe,2024-11-26 14:35:50,Pintura látex 4L,Pinturas,1.0,20959.48,20959.48,transferencia,,,
1624,8594,Benjamin Molina,Sucursal Córdoba,Córdoba,2024-10-12 17:56:30,Pintura látex 4L,Pinturas,5.0,11922.08,59610.4,efectivo,sin interés,3 cuotas sin interés,
1625,4759,Ciro Silva Ortiz,Sucursal Rosario,Santa Fe,2025-09-01 03:28:49,Rodillo de pintura,Accesorios pintura,3.0,1209.97,3629.91,efectivo,10% off,,"Llave inglesa, Rodillo de pintura"
1626,8045,Sofia Belen Agustin Muñoz Juarez,Sucursal Palermo,Buenos Aires,2025-07-09 10:05:41,Destornillador,Herramientas manuales,3.0,27227.62,81682.86,transferencia,,,"Guantes de trabajo, Taladro eléctrico"
1627,4496,Juan Bautista Malena Acosta,Sucursal Rosario,Santa Fe,2025-03-09 21:52:28,Destornillador,Herramientas manuales,2.0,,92711.66,transferencia,,3 cuotas sin interés,Taladro eléctrico
1628,2305,Mateo Ezequiel Juan Cruz Figueroa,Sucursal Rosario,Santa Fe,2025-06-01 13:48:18,Llave inglesa,Herramientas manuales,4.0,2013.85,8055.4,tarjeta_crédito,10% off,3 cuotas sin interés,"Caja de tornillos, Rodillo de pintura"
1629,7986,Dr(a). Francesca Mendoza,Sucursal Córdoba,Córdoba,2025-01-26 03:53:02,Martillo,Herramientas manuales,3.0,5782.61,17347.83,mercadopago,sin interés,3 cuotas sin interés,
1630,2123,Sr(a). Gino Paez,Sucursal Palermo,Buenos Aires,2025-06-29 07:23:56,Martillo,Herramientas manuales,1.0,42798.48,42798.48,transferencia,2x1,5% off efectivo,"Martillo, Destornillador"
1631,6530,Mia Valentina Mateo Ezequiel Vega Silva,Sucursal Palermo,Buenos Aires,2025-07-22 16:55:56,Cinta métrica,Medición,5.0,,118997.8,tarjeta_débito,2x1,,
1632,2364,Lucas Juan Ignacio Castro Lopez,Sucursal Rosario,Santa Fe,2025-05-14 18:56:04,Destornillador,Herramientas manuales,3.0,9643.53,28930.59,mercadopago,10% off,3 cuotas sin interés,
1633,2415,Sr(a). Gino Pereyra,Sucursal Palermo,Buenos Aires,2025-07-04 23:54:27,Martillo,Herramientas manuales,2.0,17762.96,35525.92,tarjeta_débito,,5% off efectivo,
1634,1488,Juan Bautista Gonzalez,Sucursal Rosario,Santa Fe,2025-05-30 03:34:13,Rodillo de pintura,Accesorios pintura,4.0,6074.9,24299.6,transferencia,,,Guantes de trabajo
1635,2096,Sr(a). Luisina Perez,Sucursal Córdoba,Córdoba,2024-12-05 10:26:10,Sierra circular,Herramientas eléctricas,5.0,38771.11,193855.55,tarjeta_crédito,,3 cuotas sin interés,
1636,1687,Milena Giuliana Silva,Sucursal Palermo,Buenos Aires,2024-10-19 09:10:14,Sierra circular,Herramientas eléctricas,2.0,1182.37,2364.74,tarjeta_débito,sin interés,,
1637,6549,Dr(a). Lola Gonzalez,Sucursal Mendoza,Mendoza,2025-08-17 06:22:40,Taladro eléctrico,Herramientas eléctricas,3.0,43238.34,129715.02,mercadopago,2x1,5% off efectivo,
1638,9528,Alma Lopez Gonzalez,Sucursal Palermo,Buenos Aires,2025-04-09 12:35:44,Guantes de trabajo,Protección personal,2.0,24198.06,48396.12,tarjeta_crédito,,3 cuotas sin interés,Pintura látex 4L
1639,6112,Olivia Catalina Chavez Rojas,Sucursal Mendoza,Mendoza,2025-01-05 07:51:56,Caja de tornillos,Fijaciones,1.0,43074.19,43074.19,tarjeta_crédito,2x1,3 cuotas sin interés,
1640,5231,Joaquin Camilo Fernandez,Sucursal Mendoza,Mendoza,2025-02-21 16:17:10,Martillo,Herramientas manuales,3.0,17657.12,52971.36,tarjeta_débito,,,
1641,2230,Isabella Thiago Daniel Lopez,Sucursal Mendoza,Mendoza,2025-06-20 12:38:18,Caja de tornillos,Fijaciones,,20936.67,62810.01,efectivo,2x1,3 cuotas sin interés,
1642,3251,Juana Gomez Fernandez,Sucursal Palermo,Buenos Aires,2025-08-29 07:39:38,Pintura látex 4L,Pinturas,1.0,5662.71,5662.71,efectivo,sin interés,3 cuotas sin interés,
1643,3992,Valentina Nahiara Jazmin Mendoza Rodriguez,Sucursal Córdoba,Córdoba,2024-12-18 13:38:33,Guantes de trabajo,Protección personal,1.0,12344.45,12344.45,mercadopago,sin interés,3 cuotas sin interés,
1644,9868,Sr(a). Morena Cardozo,Sucursal Palermo,Buenos Aires,2025-02-13 01:06:30,Cinta métrica,Medición,,43644.72,218223.6,tarjeta_débito,,3 cuotas sin interés,
1645,2645,Thiago Benjamin Sanchez Castro,Sucursal Mendoza,Mendoza,2024-10-11 22:18:34,Taladro eléctrico,Herramientas eléctricas,3.0,,138069.24,tarjeta_débito,,,
1646,1852,Martina Godoy,Sucursal Córdoba,Córdoba,2025-09-06 08:49:23,Destornillador,Herramientas manuales,1.0,47500.21,47500.21,tarjeta_débito,,,"Taladro eléctrico, Sierra circular"
1647,7651,Thiago Benjamin Soto Peralta,Sucursal Palermo,Buenos Aires,2024-12-21 04:01:37,Caja de tornillos,Fijaciones,2.0,29951.84,59903.68,mercadopago,,5% off efectivo,Martillo
1648,2701,Sr(a). Julieta Ramirez,Sucursal Palermo,Buenos Aires,2024-10-19 02:16:38,Sierra circular,Herramientas eléctricas,2.0,36708.68,73417.36,mercadopago,10% off,5% off efectivo,
1649,4909,Sr(a). Sofia Belen Fernandez,Sucursal Mendoza,Mendoza,2025-04-14 09:27:29,Taladro eléctrico,Herramientas eléctricas,5.0,43878.56,219392.8,tarjeta_crédito,,5% off efectivo,
1650,1972,Sofia Belen Mateo Benjamin Flores,Sucursal Mendoza,Mendoza,2025-09-05 11:55:21,Llave inglesa,Herramientas manuales,5.0,33677.23,168386.15,transferencia,10% off,3 cuotas sin interés,
1651,7742,Dr(a). Martina Correa,Sucursal Rosario,Santa Fe,2025-08-04 14:30:00,Caja de tornillos,Fijaciones,2.0,31202.86,62405.72,transferencia,2x1,,"Taladro eléctrico, Destornillador"
1652,4132,Dr(a). Jeremias Lopez,Sucursal Rosario,Santa Fe,2024-10-09 21:03:59,Martillo,Herramientas manuales,5.0,10033.54,50167.7,tarjeta_crédito,,,
1653,3170,Victoria Martinez,Sucursal Palermo,Buenos Aires,2025-06-07 14:14:00,Llave inglesa,Herramientas manuales,2.0,37499.13,74998.26,tarjeta_crédito,,,
1654,4573,Angel Gabriel Mansilla,Sucursal Rosario,Santa Fe,2024-12-08 03:12:25,Destornillador,Herramientas manuales,5.0,1138.07,5690.35,efectivo,???,,
1655,7772,Dr(a). Martina Ponce,Sucursal Palermo,Buenos Aires,2025-04-23 04:29:43,Pintura látex 4L,Pinturas,2.0,22906.65,45813.3,tarjeta_débito,10% off,,
1656,7735,Julieta Ruiz Gomez,Sucursal Mendoza,Mendoza,2024-11-09 17:49:46,Cinta métrica,Medición,3.0,22727.18,68181.54,transferencia,10% off,5% off efectivo,"Llave inglesa, Guantes de trabajo"
1657,9010,Dr(a). Enzo Diaz,Sucursal Rosario,Santa Fe,2025-03-31 13:27:37,Rodillo de pintura,Accesorios pintura,1.0,13353.45,13353.45,mercadopago,,,Sierra circular
1658,5736,Lautaro Nicolas Rosario Godoy Chavez,Sucursal Córdoba,Córdoba,2025-06-18 08:56:27,Rodillo de pintura,Accesorios pintura,1.0,44184.02,44184.02,mercadopago,10% off,3 cuotas sin interés,"Taladro eléctrico, Sierra circular"
1659,2069,Victoria Dominguez,Sucursal Mendoza,Mendoza,2025-01-19 10:04:49,Pintura látex 4L,Pinturas,3.0,32568.25,97704.75,tarjeta_débito,,5% off efectivo,
1660,8812,Sofia Rafael Romero Avila,Sucursal Mendoza,Mendoza,2024-11-07 10:36:32,Caja de tornillos,Fijaciones,2.0,24537.16,49074.32,transferencia,,5% off efectivo,Sierra circular
1661,4586,Tomas Gonzalez Gonzalez,Sucursal Córdoba,Córdoba,2024-11-22 21:40:03,Destornillador,Herramientas manuales,3.0,36340.89,109022.67,tarjeta_débito,,3 cuotas sin interés,
1662,9462,Lautaro Benjamin Quiroga,Sucursal Rosario,Santa Fe,2025-03-25 09:47:16,Rodillo de pintura,Accesorios pintura,1.0,4085.42,4085.42,tarjeta_débito,2x1,5% off efectivo,
1663,5002,Mateo Benjamin Caceres,Sucursal Córdoba,Córdoba,2025-05-26 14:13:11,Sierra circular,Herramientas eléctricas,5.0,1165.17,5825.85,mercadopago,2x1,3 cuotas sin interés,
1664,7876,Mateo Benjamin Escobar Maldonado,Sucursal Rosario,Santa Fe,2025-03-08 09:32:34,Taladro eléctrico,Herramientas eléctricas,4.0,10477.54,41910.16,transferencia,2x1,3 cuotas sin interés,
1665,5115,Benicio Correa Rivero,Sucursal Rosario,Santa Fe,2025-02-02 12:40:38,Guantes de trabajo,Protección personal,2.0,31813.51,63627.02,tarjeta_crédito,,3 cuotas sin interés,"Guantes de trabajo, Llave inglesa"
1666,6320,Joaquin Vazquez,Sucursal Palermo,Buenos Aires,2025-06-14 04:59:11,Pintura látex 4L,Pinturas,3.0,24097.81,72293.43,transferencia,10% off,3 cuotas sin interés,
1667,1269,Juan Ignacio Torres Lopez,Sucursal Palermo,Buenos Aires,2024-09-20 03:28:01,Destornillador,Herramientas manuales,5.0,44900.34,224501.7,tarjeta_crédito,10% off,,
1668,8652,Maria Emilia Matilda Peralta,Sucursal Mendoza,Mendoza,2025-06-18 22:23:49,Cinta métrica,Medición,1.0,6028.14,6028.14,tarjeta_crédito,,,
1669,4514,Santiago Augusto Morales Cordoba,Sucursal Córdoba,Córdoba,2024-12-11 09:26:25,Pintura látex 4L,Pinturas,1.0,2794.18,2794.18,tarjeta_crédito,2x1,,"Guantes de trabajo, Sierra circular"
1670,2531,Giovanni Nahiara Gonzalez,Sucursal Rosario,Santa Fe,2025-03-26 21:46:35,Llave inglesa,Herramientas manuales,5.0,6820.18,34100.9,efectivo,sin interés,5% off efectivo,"Cinta métrica, Martillo"
1671,9020,Sr(a). Benjamin Velazquez,Sucursal Córdoba,Córdoba,2025-05-22 10:51:01,Rodillo de pintura,Accesorios pintura,3.0,5904.58,17713.74,tarjeta_débito,,5% off efectivo,
1672,1001,Santino Garcia,Sucursal Mendoza,Mendoza,2025-03-29 19:34:03,Pintura látex 4L,Pinturas,3.0,37913.04,113739.12,efectivo,,5% off efectivo,Guantes de trabajo
1673,5509,Joaquin Diaz,Sucursal Córdoba,Córdoba,2025-06-30 10:26:52,Martillo,Herramientas manuales,2.0,12476.76,24953.52,,2x1,5% off efectivo,Llave inglesa
1674,5833,Sr(a). Bautista Fernandez,Sucursal Mendoza,Mendoza,2024-10-11 18:29:54,Taladro eléctrico,Herramientas eléctricas,4.0,12055.63,48222.52,tarjeta_débito,10% off,,Pintura látex 4L
1675,8074,Thiago Benjamin Franco Martinez,Sucursal Córdoba,Córdoba,2025-04-07 15:39:11,Destornillador,Herramientas manuales,2.0,24212.77,48425.54,mercadopago,2x1,5% off efectivo,
1676,3868,Santiago Agostina Toledo Ledesma,Sucursal Mendoza,Mendoza,2025-04-11 11:34:10,Destornillador,Herramientas manuales,1.0,38456.46,38456.46,tarjeta_crédito,10% off,,Rodillo de pintura
1677,3722,Dr(a). Thiago Ezequiel Cruz,Sucursal Rosario,Santa Fe,2024-09-17 06:24:58,Cinta métrica,Medición,5.0,44307.6,221538.0,tarjeta_crédito,,3 cuotas sin interés,
1678,9730,Santino Benjamin Leiva,Sucursal Córdoba,Córdoba,2024-10-06 15:35:27,Sierra circular,Herramientas eléctricas,4.0,9434.62,37738.48,mercadopago,,3 cuotas sin interés,
1679,4508,Lorenzo Jeronimo Perez Peralta,Sucursal Palermo,Buenos Aires,2025-03-16 17:05:53,Llave inglesa,Herramientas manuales,4.0,15481.18,61924.72,mercadopago,,,
1680,2889,Guadalupe Coronel,Sucursal Córdoba,Córdoba,2025-08-25 17:49:49,Taladro eléctrico,Herramientas eléctricas,2.0,37113.18,74226.36,transferencia,,,
1681,3215,Isabella Bastian Rojas,Sucursal Palermo,Buenos Aires,2025-01-17 07:47:00,Cinta métrica,Medición,2.0,27412.24,54824.48,mercadopago,10% off,5% off efectivo,Cinta métrica
1682,9907,Francesca Romero Lucero,Sucursal Palermo,Buenos Aires,2025-07-27 04:15:06,Llave inglesa,Herramientas manuales,5.0,28061.59,140307.95,tarjeta_crédito,sin interés,,"Cinta métrica, Martillo"
1683,1721,Juan Sebastian Martinez Ledesma,Sucursal Mendoza,Mendoza,2024-10-15 10:01:45,Sierra circular,Herramientas eléctricas,2.0,7845.91,15691.82,,10% off,,
1684,8247,Santiago Ignacio Rodriguez,Sucursal Palermo,Buenos Aires,2025-05-17 08:21:49,Rodillo de pintura,Accesorios pintura,5.0,4927.69,24638.45,efectivo,sin interés,,"Pintura látex 4L, Taladro eléctrico"
1685,1188,Martina Benitez Gonzalez,Sucursal Palermo,Buenos Aires,2025-07-23 02:49:55,Taladro eléctrico,Herramientas eléctricas,1.0,5098.06,5098.06,efectivo,10% off,,Sierra circular
1686,8192,Maite Emma Herrera Campos,Sucursal Rosario,Santa Fe,2025-08-05 19:49:13,Taladro eléctrico,Herramientas eléctricas,5.0,2266.22,11331.1,efectivo,10% off,3 cuotas sin interés,
1687,9257,Gael Gutierrez Martinez,Sucursal Rosario,Santa Fe,2024-10-14 19:46:22,Caja de tornillos,Fijaciones,3.0,8804.45,26413.35,mercadopago,,5% off efectivo,
1688,9847,Dr(a). Bautista Benjamin Morales,Sucursal Mendoza,Mendoza,2025-04-29 08:15:18,Caja de tornillos,Fijaciones,4.0,26588.89,106355.56,tarjeta_débito,2x1,5% off efectivo,"Cinta métrica, Taladro eléctrico"
1689,7216,Catalina Rodriguez Gonzalez,Sucursal Mendoza,Mendoza,2025-01-16 04:10:14,Taladro eléctrico,Herramientas eléctricas,5.0,22299.81,111499.05,efectivo,2x1,,
1690,5280,Sofia Belen Rodriguez Figueroa,Sucursal Córdoba,Córdoba,2024-10-07 18:51:49,Rodillo de pintura,Accesorios pintura,3.0,32196.73,96590.19,tarjeta_débito,2x1,3 cuotas sin interés,
1691,9684,Tomas Lorenzo Gomez Rodriguez,Sucursal Córdoba,Córdoba,2024-10-06 18:45:47,Rodillo de pintura,Accesorios pintura,4.0,28587.07,114348.28,tarjeta_débito,10% off,,"Cinta métrica, Llave inglesa"
1692,7054,Juan Francisco Lola Rios Ramirez,Sucursal Palermo,Buenos Aires,2025-08-18 06:41:23,Pintura látex 4L,Pinturas,3.0,41257.33,123771.99,mercadopago,,,
1693,1645,Sr(a). Facundo Medina,Sucursal Mendoza,Mendoza,2025-03-01 18:25:45,Taladro eléctrico,Herramientas eléctricas,4.0,11187.91,44751.64,efectivo,,,
1694,9615,Sr(a). Alma Acuña,Sucursal Córdoba,Córdoba,2025-07-17 13:37:23,Martillo,Herramientas manuales,1.0,3974.88,3974.88,tarjeta_débito,2x1,,
1695,9660,Facundo Romero Lopez,Sucursal Palermo,Buenos Aires,2024-10-26 09:19:54,Cinta métrica,Medición,5.0,37186.8,185934.0,tarjeta_crédito,sin interés,3 cuotas sin interés,
1696,9969,Mia Rodriguez Caceres,Sucursal Mendoza,Mendoza,2024-11-30 16:48:46,Sierra circular,Herramientas eléctricas,2.0,26267.5,52535.0,efectivo,,5% off efectivo,
1697,7548,Sr(a). Luca Perez,Sucursal Rosario,Santa Fe,2025-02-27 00:15:51,Llave inglesa,Herramientas manuales,2.0,33976.99,67953.98,tarjeta_débito,10% off,,
1698,3799,Lisandro Acosta,Sucursal Rosario,Santa Fe,2024-12-19 22:32:24,Rodillo de pintura,Accesorios pintura,3.0,8771.05,26313.15,tarjeta_crédito,10% off,,
1699,7033,Violeta Isabella Sanchez,Sucursal Mendoza,Mendoza,2025-03-04 18:35:37,Llave inglesa,Herramientas manuales,1.0,16169.67,16169.67,efectivo,sin interés,,
1700,7392,Dr(a). Josefina Cruz,Sucursal Rosario,Santa Fe,2025-07-14 16:20:17,Rodillo de pintura,Accesorios pintura,2.0,18379.13,36758.26,efectivo,sin interés,3 cuotas sin interés,
1701,4057,Felipe Julieta Romero,Sucursal Mendoza,Mendoza,2025-02-06 17:56:21,Llave inglesa,Herramientas manuales,3.0,17656.61,52969.83,transferencia,,5% off efectivo,Destornillador
1702,7181,Maximo Dominguez Fernandez,Sucursal Rosario,Santa Fe,2024-12-17 16:48:18,Rodillo de pintura,Accesorios pintura,3.0,43291.13,129873.39,efectivo,,,
1703,7035,Sr(a). Ciro Diaz,Sucursal Córdoba,Córdoba,2024-12-03 07:47:46,Cinta métrica,Medición,5.0,26418.6,132093.0,tarjeta_crédito,sin interés,3 cuotas sin interés,
1704,8629,Martín Alma Carrizo,Sucursal Palermo,Buenos Aires,2025-06-13 08:01:42,Pintura látex 4L,Pinturas,1.0,15195.11,15195.11,tarjeta_débito,,,
1705,4912,Matias Romero,Sucursal Córdoba,Córdoba,2025-04-29 03:22:25,Llave inglesa,Herramientas manuales,2.0,48516.86,97033.72,tarjeta_débito,sin interés,5% off efectivo,
1706,6162,Dr(a). Mora Flores,Sucursal Palermo,Buenos Aires,2024-11-18 12:45:13,Rodillo de pintura,Accesorios pintura,2.0,40528.54,81057.08,efectivo,2x1,,"Cinta métrica, Sierra circular"
1707,9919,Facundo Caceres Gonzalez,Sucursal Palermo,Buenos Aires,2024-12-10 17:12:20,Guantes de trabajo,Protección personal,2.0,12813.72,25627.44,tarjeta_crédito,2x1,5% off efectivo,
1708,7635,Luca Ledesma Herrera,Sucursal Rosario,Santa Fe,2024-12-08 06:47:22,Llave inglesa,Herramientas manuales,1.0,44236.76,44236.76,mercadopago,2x1,,
1709,9272,Jazmin Camilo Maldonado,Sucursal Mendoza,Mendoza,2025-07-27 00:30:31,Pintura látex 4L,Pinturas,4.0,5670.08,22680.32,mercadopago,,,
1710,1137,Sofia Lopez,Sucursal Palermo,Buenos Aires,2024-09-19 02:52:47,Martillo,Herramientas manuales,2.0,41197.09,82394.18,transferencia,2x1,,
1711,2835,Benjamin Benicio Castro Fernandez,Sucursal Córdoba,Córdoba,2025-03-06 13:05:45,Guantes de trabajo,Protección personal,5.0,46292.0,231460.0,transferencia,10% off,,
1712,5323,Agustín Ian Ezequiel Sosa,Sucursal Rosario,Santa Fe,2024-09-28 00:53:03,Guantes de trabajo,Protección personal,1.0,48058.06,48058.06,tarjeta_crédito,,,
1713,7418,Sofia Joaquin Cruz,Sucursal Rosario,Santa Fe,2025-06-22 16:14:17,Guantes de trabajo,Protección personal,3.0,7562.39,22687.17,efectivo,2x1,,
1714,3018,Alma Lautaro Benjamin Lopez,Sucursal Rosario,Santa Fe,2024-09-24 20:30:53,Destornillador,Herramientas manuales,5.0,15319.93,76599.65,tarjeta_débito,10% off,,
1715,1432,Valentina Jazmin Thiago Emanuel Gonzalez,Sucursal Córdoba,Córdoba,2025-06-06 14:30:30,Rodillo de pintura,Accesorios pintura,2.0,9359.43,18718.86,mercadopago,,5% off efectivo,
1716,9287,Olivia Maia Gomez,Sucursal Córdoba,Córdoba,2025-09-15 01:24:38,Destornillador,Herramientas manuales,2.0,23113.3,46226.6,efectivo,sin interés,3 cuotas sin interés,
1717,5180,Julieta Emma Correa,Sucursal Palermo,Buenos Aires,2025-05-31 04:18:37,Caja de tornillos,Fijaciones,2.0,26464.33,52928.66,efectivo,,,
1718,6529,Nahiara Jazmin Maria Belen Franco,Sucursal Córdoba,Córdoba,2025-08-24 21:53:48,Sierra circular,Herramientas eléctricas,4.0,22004.81,88019.24,efectivo,,,
1719,2908,Enzo Rodriguez,Sucursal Córdoba,Córdoba,2024-11-11 14:24:02,Rodillo de pintura,Accesorios pintura,1.0,47003.42,47003.42,tarjeta_crédito,10% off,,
1720,6919,Geronimo Santiago Alvarez,Sucursal Mendoza,Mendoza,2025-02-08 20:30:25,Rodillo de pintura,Accesorios pintura,5.0,5330.61,26653.05,tarjeta_crédito,2x1,,"Destornillador, Pintura látex 4L"
1721,2637,Matias Maria Belen Martinez Gonzalez,Sucursal Córdoba,Córdoba,2025-05-13 17:59:30,Llave inglesa,Herramientas manuales,3.0,44977.19,134931.57,mercadopago,sin interés,,
1722,4004,Sr(a). Ian Garcia,Sucursal Mendoza,Mendoza,2024-11-13 04:56:19,Guantes de trabajo,Protección personal,1.0,24783.92,24783.92,tarjeta_crédito,,,
1723,4454,Emma Agustín Garcia Fernandez,Sucursal Rosario,Santa Fe,2025-04-01 21:36:34,Caja de tornillos,Fijaciones,1.0,6675.6,6675.6,transferencia,sin interés,,
1724,4179,Dr(a). Sofia Rodriguez,Sucursal Rosario,Santa Fe,2025-03-18 07:07:54,Caja de tornillos,Fijaciones,2.0,24367.46,48734.92,tarjeta_crédito,,5% off efectivo,
1725,4829,Sr(a). Mateo Alvarez,Sucursal Rosario,Santa Fe,2025-08-25 04:57:52,Guantes de trabajo,Protección personal,1.0,3616.62,3616.62,efectivo,,3 cuotas sin interés,
1726,1778,Dr(a). Guillermina Medina,Sucursal Rosario,Santa Fe,2025-01-19 11:48:13,Guantes de trabajo,Protección personal,5.0,35669.81,178349.05,efectivo,sin interés,3 cuotas sin interés,
1727,8423,Bruno Pilar Moyano Herrera,Sucursal Rosario,Santa Fe,2025-04-30 05:14:50,Guantes de trabajo,Protección personal,2.0,20739.9,41479.8,mercadopago,,,
1728,7158,Luca Arias,Sucursal Rosario,Santa Fe,2025-05-26 20:11:05,Cinta métrica,Medición,5.0,38215.24,191076.2,tarjeta_débito,,,"Martillo, Cinta métrica"
1729,7293,Sofia Escobar Acosta,Sucursal Córdoba,Córdoba,2024-12-16 12:49:02,Martillo,Herramientas manuales,3.0,28701.65,86104.95,tarjeta_débito,sin interés,,
1730,4185,Delfina Flores,Sucursal Córdoba,Córdoba,2025-02-09 22:51:45,Llave inglesa,Herramientas manuales,1.0,10062.78,10062.78,transferencia,10% off,3 cuotas sin interés,
1731,7622,Sr(a). Santiago Nicolas Torres,Sucursal Palermo,Buenos Aires,2025-04-18 07:42:39,Rodillo de pintura,Accesorios pintura,5.0,35284.2,176421.0,transferencia,,,Sierra circular
1732,1500,Valentino Rodriguez Acosta,Sucursal Mendoza,Mendoza,2025-01-31 01:06:38,Martillo,Herramientas manuales,2.0,16165.59,32331.18,tarjeta_crédito,,5% off efectivo,
1733,6337,Maria Victoria Valentin Rios,Sucursal Rosario,Santa Fe,2025-02-28 23:45:23,Llave inglesa,Herramientas manuales,5.0,7787.63,38938.15,tarjeta_débito,,,
1734,1050,Valentin Ramirez,Sucursal Rosario,Santa Fe,2025-07-25 22:43:11,Rodillo de pintura,Accesorios pintura,1.0,49098.3,49098.3,mercadopago,,,
1735,3412,Josefina Alvarez,Sucursal Mendoza,Mendoza,2024-11-25 05:52:07,Guantes de trabajo,Protección personal,3.0,,83041.56,efectivo,10% off,,
1736,7265,Francisco Moreno,Sucursal Mendoza,Mendoza,2025-02-02 23:11:00,Pintura látex 4L,Pinturas,4.0,31887.29,127549.16,transferencia,10% off,,
1737,2609,Juana Gimenez Molina,Sucursal Córdoba,Córdoba,2024-10-16 20:41:22,Llave inglesa,Herramientas manuales,5.0,16371.04,81855.2,transferencia,sin interés,,Caja de tornillos
1738,9871,Gabriel Santino Rodriguez Gonzalez,Sucursal Córdoba,Córdoba,2024-12-03 07:11:15,Llave inglesa,Herramientas manuales,5.0,40017.89,200089.45,efectivo,sin interés,3 cuotas sin interés,
1739,1482,Santiago Ignacio Sanchez Maldonado,Sucursal Córdoba,Córdoba,2025-06-08 23:14:34,Sierra circular,Herramientas eléctricas,2.0,1047.93,2095.86,transferencia,,,
1740,2025,Santiago Juan Martin Fernandez Mendez,Sucursal Palermo,Buenos Aires,2025-06-21 15:31:33,Destornillador,Herramientas manuales,4.0,25691.07,102764.28,mercadopago,2x1,,
1741,6486,Dr(a). Benjamin Garcia,Sucursal Palermo,Buenos Aires,2025-08-01 20:40:07,Taladro eléctrico,Herramientas eléctricas,1.0,19384.38,19384.38,efectivo,2x1,3 cuotas sin interés,Pintura látex 4L
1742,8424,Sofia Belen Lola Ramirez Silva,Sucursal Mendoza,Mendoza,2025-05-29 00:06:45,Martillo,Herramientas manuales,5.0,10599.08,52995.4,tarjeta_crédito,,,
1743,1824,Agustin Gutierrez Coronel,Sucursal Rosario,Santa Fe,2024-11-13 11:35:44,Llave inglesa,Herramientas manuales,3.0,14235.95,42707.85,tarjeta_débito,,,
1744,7401,Francisco Muñoz,Sucursal Córdoba,Córdoba,2024-12-07 00:22:18,Taladro eléctrico,Herramientas eléctricas,4.0,44386.34,177545.36,transferencia,,,
1745,3130,Francisco Nuñez,Sucursal Córdoba,Córdoba,2025-04-19 02:56:31,Pintura látex 4L,Pinturas,1.0,28217.76,28217.76,transferencia,2x1,,
1746,7299,Lisandro Medina,Sucursal Palermo,Buenos Aires,2025-07-21 01:22:35,Martillo,Herramientas manuales,5.0,35264.74,176323.7,tarjeta_débito,,,
1747,1372,Josefina Lopez Vazquez,Sucursal Mendoza,Mendoza,2025-06-14 13:28:43,Cinta métrica,Medición,5.0,13877.15,69385.75,tarjeta_crédito,10% off,5% off efectivo,Destornillador
1748,6147,Sofia Acosta,Sucursal Rosario,Santa Fe,2025-04-21 09:17:46,Martillo,Herramientas manuales,2.0,17892.31,35784.62,efectivo,,,
1749,8606,Thiago Silva Fernandez,Sucursal Palermo,Buenos Aires,2025-06-30 01:02:10,Llave inglesa,Herramientas manuales,2.0,34223.6,68447.2,transferencia,2x1,5% off efectivo,Llave inglesa
1750,4898,Guillermina Dominguez Sosa,Sucursal Rosario,Santa Fe,2024-12-13 01:55:11,Martillo,Herramientas manuales,4.0,25291.66,101166.64,tarjeta_crédito,,3 cuotas sin interés,
1751,4575,Pedro Navarro,Sucursal Mendoza,Mendoza,2025-07-09 18:23:36,Destornillador,Herramientas manuales,5.0,15539.68,77698.4,tarjeta_crédito,sin interés,,
1752,6292,Dr(a). Juan Cruz Gonzalez,Sucursal Palermo,Buenos Aires,2025-07-18 12:15:36,Martillo,Herramientas manuales,4.0,15406.81,61627.24,tarjeta_débito,2x1,,
1753,1866,Thiago Gabriel Fernandez Moyano,Sucursal Córdoba,Córdoba,2025-01-22 18:21:09,Sierra circular,Herramientas eléctricas,2.0,34420.39,68840.78,efectivo,2x1,,
1754,3322,Dr(a). Giovanni Diaz,Sucursal Mendoza,Mendoza,2025-02-15 05:11:15,Sierra circular,Herramientas eléctricas,5.0,9345.59,46727.95,transferencia,10% off,,Destornillador
1755,9785,Mateo Benjamin Lopez Gomez,Sucursal Córdoba,Córdoba,2025-04-25 16:27:33,Destornillador,Herramientas manuales,2.0,13793.82,27587.64,tarjeta_débito,,5% off efectivo,
1756,9049,Luca Sanchez,Sucursal Mendoza,Mendoza,2024-11-22 01:58:44,Llave inglesa,Herramientas manuales,4.0,43462.59,173850.36,mercadopago,10% off,5% off efectivo,
1757,3903,Amparo Lopez Rivero,Sucursal Rosario,Santa Fe,2025-05-08 19:57:14,Rodillo de pintura,Accesorios pintura,1.0,17585.09,17585.09,efectivo,,,
1758,9074,Martina Diaz,Sucursal Mendoza,Mendoza,2025-09-05 10:32:55,Rodillo de pintura,Accesorios pintura,1.0,23225.11,23225.11,transferencia,,,
1759,4865,Emilia Martinez,Sucursal Mendoza,Mendoza,2025-05-30 15:49:54,Cinta métrica,Medición,,43144.95,86289.9,transferencia,2x1,3 cuotas sin interés,
1760,9857,Sr(a). Facundo Torres,Sucursal Córdoba,Córdoba,2024-09-20 19:09:39,Destornillador,Herramientas manuales,2.0,9842.0,19684.0,tarjeta_crédito,,3 cuotas sin interés,
